ID_recipient_account,ID_recipient_country,ID_recipient_subsidiary,ID_recipient_institute,Abroad,SEPA,Causal,Currency,Equivalent_value,Channel,Instant,UserAgent,Timestamp,ID_sender_account,ID_sender_subsidiary,Label_fraud_post
IBAN09439881438977397365,AR,BDADD,2JPV,1,1,Board call between he citizen million world concern. Worry single type son city go training.,GBP,6450.47,A,0,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.0),2024/04/14 08:54:29,IBAN78286912011557243463,OCP14,0
IBAN88216148270426469083,IS,UGSW8,,1,0,Hot of need big hair out very. Close media side although necessary occur. Key success member down threat.,CHF,50.27,O,0,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/16.0.851.0 Mobile/50B056 Safari/535.1",2024/02/05 21:10:52,IBAN37290633571273766305,0N6Z0,0
IBAN94590413894970082518,AD,FIBG7,5ZZ4,0,1,Body machine church hope right reality. Throughout allow nice. Hour whatever office glass loss together defense.,JPY,5424.76,F,0,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/24.0.862.0 Safari/533.0",2024/03/31 13:27:14,IBAN50071686211940586831,T3HZQ,1
IBAN28987046529440572254,KN,ZZN10,NIPH,0,1,"Strategy should speech though write area research. Child less radio together talk.
This class charge watch nor where page.",GBP,8283.67,A,1,Opera/8.59.(X11; Linux i686; fo-FO) Presto/2.9.162 Version/12.00,2024/01/11 23:05:02,IBAN73337093360351268961,AQPKW,0
IBAN26547377689573841585,LR,8SZEJ,2KTV,1,1,Or production factor fast building. Away hand media air impact. Three will language.,CHF,6330.18,W,1,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/7165-06-15 19:43:48.555084 Firefox/3.6.14,2024/10/15 15:44:44,IBAN48473607766053676873,OXV6G,1
IBAN12882608076414815133,IS,2FH0W,8ARZ,1,0,"News join one piece. Trip western very continue.
Station learn important behavior amount small information.",GBP,4728.08,O,1,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/533.10.1 (KHTML, like Gecko) Version/4.0.1 Safari/533.10.1",2024/03/04 17:53:05,IBAN12662550988619500746,,0
IBAN84506559892141673727,NI,Q98GM,Q6LM,1,0,"Customer raise yes. Wrong note at door modern center happen too.
Modern reduce treatment name. Low certainly question message TV.",EUR,5849.05,F,0,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/14.0.800.0 Safari/533.0",2024/03/23 11:58:11,IBAN45072123552940304090,DRCKK,0
IBAN38987920458325469588,KP,O0F47,WKD9,1,0,While kind war project become design southern while. Music program commercial federal machine Mrs.,CHF,1015.55,F,1,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/3880-02-20 07:59:20.336952 Firefox/3.8,2024/04/17 14:34:47,IBAN34647887385071048780,PJ2KM,1
IBAN04449605540486770102,TJ,13XHN,PB1I,1,0,While figure example road maintain six.,USD,9883.47,W,1,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ar-EG) AppleWebKit/533.17.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.17.2",2024/04/01 19:43:06,IBAN58019409781269435395,D78J1,0
IBAN65362415160340492541,PK,88GU6,7ETI,1,0,Clearly start heavy including feeling mission. Arm send executive moment account outside.,GBP,4482.4,O,0,Mozilla/5.0 (Android 3.2.6; Mobile; rv:8.0) Gecko/8.0 Firefox/8.0,2024/04/02 04:26:41,IBAN49896908218888781948,08ADS,1
IBAN33045651553168140588,TD,831C4,0WJG,1,1,Assume decision word where pick right enough. Mean economy none wife. How example although stop.,CHF,4108.79,O,1,Mozilla/5.0 (Android 2.3.2; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0,2024/01/29 06:38:17,IBAN67545076829035909637,KP6JV,0
IBAN25170241766079958864,KR,5CZHB,71H4,0,0,Why spring provide. Describe book seven lawyer reflect.,CHF,9844.33,C,1,Mozilla/5.0 (Windows 98; Win 9x 4.90; en-PH; rv:1.9.2.20) Gecko/9442-10-12 10:40:27.559631 Firefox/3.6.12,2024/05/07 18:19:22,IBAN46715410433933239027,6J3K3,0
IBAN11667321456775655269,ME,O1XHJ,1IGL,1,1,Rock student together nor study method hand institution. Sometimes deep trial many site. Race understand describe nothing region.,GBP,9635.55,W,0,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.1),2024/05/13 20:39:29,IBAN22051743726508741547,H7CT6,0
IBAN50652187832487215596,BS,G1W45,77KD,1,1,Similar or suddenly. Member more rest community computer how response.,CHF,6249.52,C,1,,2024/01/21 19:32:14,IBAN69796777447079331232,LEQ1X,0
IBAN66558622565335363139,TV,225VW,MXE7,0,0,Weight hope put model contain note. Stand matter marriage. Magazine approach nation note.,JPY,3305.93,A,1,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ce-RU) AppleWebKit/534.6.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6534.6.4",2024/02/21 16:31:19,IBAN29647591661545275432,Y9OSS,0
IBAN10645762037658803752,PS,TK96U,5UTZ,1,1,Water total choice outside message east left seek. Feeling music finish analysis. Indicate simple expert must during may without.,CHF,1923.63,F,1,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; hsb-DE) AppleWebKit/534.37.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6534.37.3",2024/11/06 09:47:12,IBAN18238942345426898189,VPEXA,0
IBAN06690546687390042023,LC,J0CGN,ZANZ,1,0,Data same bad recognize situation mind. He factor language college series after.,GBP,7541.51,C,1,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/62.0.847.0 Safari/536.2",2024/10/08 22:24:53,IBAN73202581658692144736,ZS6PK,1
IBAN74529358107855099220,EG,KMGRU,778V,1,1,Learn court suggest experience record. Arrive mean radio former performance heavy.,CHF,9168.54,C,1,Mozilla/5.0 (Windows NT 5.0; brx-IN; rv:1.9.2.20) Gecko/2249-11-03 09:35:53.355625 Firefox/3.6.7,2024/06/16 16:19:59,IBAN88002248110156427827,SSD51,1
IBAN97707569732428642786,AL,NTVWP,DXYD,0,0,Effort stock determine son above his cup. Realize agency song moment contain point. Author artist account decide section each thought.,CHF,7315.77,C,1,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/3.1),2024/03/20 20:23:37,IBAN71781570491846535213,2B7VE,0
IBAN34072613073578335952,UA,,71IG,1,1,This talk act current herself significant. Family standard person.,CHF,5349.38,A,1,"Mozilla/5.0 (iPad; CPU iPad OS 14_8_1 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/62.0.822.0 Mobile/39D784 Safari/532.1",2024/01/24 03:38:56,IBAN33983968096616793290,X8GQ7,0
IBAN09740131707614924614,IT,P6C6X,9BJ4,1,1,Then person all consider statement reduce about. Environmental eat end professor professional.,USD,1020.41,C,0,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.0),2024/04/12 23:21:01,IBAN39169007176762985333,,1
IBAN07815778534578386850,DZ,3IRK8,FDS6,1,0,Pm include course then hundred. Too majority edge culture. Onto Democrat cut phone evidence question current.,EUR,1755.46,C,0,"Mozilla/5.0 (iPad; CPU iPad OS 13_5_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/40.0.814.0 Mobile/83L934 Safari/533.0",2024/01/05 08:43:48,IBAN98861159166966784594,QLSWU,0
IBAN95917190308514094127,CN,CTTH4,G6P0,1,1,Sometimes garden yard ground policy adult.,JPY,6271.48,F,0,Opera/9.43.(X11; Linux i686; fi-FI) Presto/2.9.161 Version/10.00,2024/06/28 02:30:03,IBAN79839287901054035427,,0
IBAN35664002114342987196,SC,6VKAP,,0,1,"Movie hundred explain place compare life cultural. Crime involve child show walk them.
Improve until clearly kid term during.",USD,6783.43,C,0,"Mozilla/5.0 (Windows CE) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/36.0.863.0 Safari/532.2",2024/02/28 05:24:19,IBAN34716518156003976523,X9INC,1
IBAN72405800350045092572,CU,YI2PC,VO5X,0,1,Voice actually pattern. Including water institution writer.,GBP,6981.73,C,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_8 rv:4.0; nr-ZA) AppleWebKit/533.32.4 (KHTML, like Gecko) Version/4.0 Safari/533.32.4",2024/10/15 08:43:36,IBAN90046307222126386299,UPFCX,1
IBAN58844148143259256299,PE,ZA3GC,TD36,1,1,Yes beat item sure look sister her son. Six benefit city four good. Subject fund set price season.,EUR,8668.76,A,0,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.1),2024/05/17 19:17:24,IBAN72348989154309071488,,0
IBAN05482975919268936155,CM,TPG8U,5COV,0,1,"Every federal pretty carry sister measure.
Security artist fight notice. Physical eat specific east sometimes south anyone.",EUR,7281.75,C,1,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/3.0),2024/01/22 00:14:30,IBAN86916044534899476637,NFRXH,0
IBAN55710962748367565215,GB,KUAEP,CIP3,1,0,Year majority pretty everybody total particular young. Heart ahead just eight beyond without their.,USD,452.59,A,1,Opera/8.92.(Windows 98; Win 9x 4.90; se-NO) Presto/2.9.178 Version/12.00,2024/05/24 14:04:56,IBAN71359018277257506704,TSOGK,0
IBAN96987356209899258320,TJ,33K3Z,SIG0,0,1,Last college site difficult officer room operation direction. Throw carry quickly country part true.,CHF,1735.36,C,0,,2024/06/18 18:00:16,IBAN02728394292554526944,T3VVA,0
IBAN12844353690140549948,SD,947HA,HWJX,1,0,Agree sister your position establish maybe turn. Job often throughout especially outside really.,EUR,2402.09,F,1,,2024/04/28 00:07:12,IBAN82902004434741023051,EGYHS,0
IBAN62041469541094256195,SK,I9YFK,AHWB,0,0,Hair any whether above charge necessary per. Very their half sort push. Similar same around and drop.,CHF,1546.19,W,1,Opera/8.26.(Windows NT 6.1; lv-LV) Presto/2.9.161 Version/10.00,2024/08/23 18:15:06,IBAN69487734873193967743,2A7GD,0
IBAN71235242423108475118,ST,5OKW5,TB2Z,0,1,Ability house media rise again memory old book. Staff eye force take safe. Song possible professional.,EUR,3131.43,W,0,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_5 rv:2.0; kn-IN) AppleWebKit/533.5.6 (KHTML, like Gecko) Version/5.0 Safari/533.5.6",2024/11/01 19:27:30,IBAN74150293435440387910,PSOGD,1
IBAN63538015673076330516,SI,3VMQ0,MET4,1,1,Decision state suddenly site land view. Republican sister stuff true.,USD,4770.44,A,0,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/6761-03-14 00:55:59.457642 Firefox/3.6.12,2024/09/01 19:16:45,IBAN44175284773129909248,INC2V,1
IBAN66069287049090110330,FJ,IRHGW,J0SQ,0,0,By include air high relate. Speech fill that. Bad day full begin.,USD,2952.36,O,1,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.48.2 (KHTML, like Gecko) Version/4.0 Safari/533.48.2",2024/06/10 15:41:30,IBAN42438439330266229911,XXVO0,1
IBAN73840655483824313534,JM,9TCE2,BRY0,0,0,Need stock learn positive worry. Heart identify air artist.,JPY,246.32,W,0,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/3.0),2024/01/31 10:43:23,IBAN07618551326144349975,O9U71,1
IBAN49895955316897769792,CV,4UK3Y,H7PN,0,0,Population floor more cup. Loss career she cup move American husband.,JPY,9917.36,A,1,Opera/9.89.(X11; Linux x86_64; sc-IT) Presto/2.9.172 Version/10.00,2024/02/08 16:32:29,IBAN05197632676545196233,ETIZI,1
IBAN55591800487278075081,MY,47T8D,3EHA,0,1,Begin wonder above cold onto to. Individual article some hour take rock friend explain.,CHF,8559.9,C,1,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.0),2024/01/16 18:47:38,IBAN71308568393494307829,OE80E,0
IBAN74961129919210332527,SR,EWE8L,EXQP,0,1,Religious imagine compare condition green new. Science will month mind.,GBP,2650.04,C,1,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/4.0),2024/10/10 18:41:33,IBAN18295835732316580763,ZD7IR,1
IBAN67516936741272279792,MX,FJUHO,PNWB,0,0,"Wish bill identify just Republican. Continue morning around rise leader.
President stand onto time. Impact world keep.",JPY,559.5,C,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_8; rv:1.9.3.20) Gecko/6744-07-25 22:29:42.527740 Firefox/3.6.19,2024/08/23 03:20:11,IBAN95247273158494348779,OEI62,1
IBAN92097257126079759116,GH,S2JPI,CP19,1,0,Including specific partner always without back like. Many hear Congress to stop mention. Note provide second those approach.,GBP,6513.35,C,0,"Mozilla/5.0 (Windows NT 11.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/58.0.870.0 Safari/531.0",2024/02/05 20:40:01,IBAN42043258842583892711,1NJNO,0
IBAN10332300812055613634,BF,B9GX4,WOA7,1,1,Person good executive. Series energy space line kitchen. Number cold account save former when word instead.,GBP,4448.15,W,0,Opera/9.41.(Windows NT 6.2; ka-GE) Presto/2.9.165 Version/10.00,2024/11/07 04:22:30,IBAN12404598183418481795,DKOYK,0
IBAN28733372970485442627,IS,AYBZW,FTCK,1,0,Only yard marriage store that boy. Own oil per similar effect serious raise.,GBP,9481.06,A,1,,2024/09/14 12:56:34,IBAN58875209744729402760,1K0K5,1
IBAN73374228438224574232,DJ,PKMD4,88LU,1,0,Name huge part they result develop. Start land pick. Authority around top become.,USD,8153.55,W,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/43.0.807.0 Safari/534.1",2024/08/04 11:59:58,IBAN74255445154580984389,,0
IBAN46722762097126425677,AD,8LBM5,B92I,0,0,Instead who or ten draw. Treat resource value west learn two. Because less run occur.,CHF,4309.57,A,0,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; km-KH) AppleWebKit/531.35.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6531.35.1",2024/08/01 14:24:37,IBAN00568248246445434180,JB0UG,1
IBAN08833353906825486684,RO,CV7OK,I76L,0,0,School list recognize teacher draw. Second themselves where factor red.,CHF,6498.29,W,0,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/11.4s5477.0 Mobile/80A063 Safari/536.2",2024/04/19 03:13:16,IBAN08565603636241199919,C0WK4,0
IBAN91054266355308400233,GR,HZCHJ,JXIB,0,1,Cold about outside door. During military enough possible decide pick.,JPY,6415.71,A,0,Opera/9.99.(X11; Linux x86_64; ug-CN) Presto/2.9.160 Version/12.00,2024/11/08 11:48:42,IBAN89608828752490486551,2S0EB,0
IBAN06007009040677270100,SN,DLO1T,5VVD,1,1,Anyone right evidence the. Degree market certain interest drive amount ago. Of ten blood knowledge statement kitchen.,GBP,875.74,A,0,Opera/9.42.(Windows NT 10.0; csb-PL) Presto/2.9.183 Version/11.00,2024/09/26 23:36:21,IBAN23306572987545507266,8O1MI,1
IBAN36405150816288006859,CF,LY44G,H3FQ,1,1,Whom successful yeah soon election. Prepare with away economy. Involve example rate interesting recognize.,EUR,2882.92,W,0,,2024/07/15 09:48:51,IBAN62663103135365058419,AOL2J,1
IBAN32338099061885251664,MN,55WHR,8H98,1,1,Pass deep what move turn. Recent light modern outside guy off organization. Box line other.,USD,7068.48,O,0,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0),2024/10/18 20:35:07,IBAN67389436119700652881,5UMW5,1
IBAN32936474838387382830,FR,SAMTX,R0LU,0,1,Science participant face between design. Station assume bring able budget design bank. Every policy coach.,CHF,4020.6,F,1,Mozilla/5.0 (Windows 98; az-AZ; rv:1.9.0.20) Gecko/9644-08-07 04:58:12.251465 Firefox/3.6.10,2024/09/25 20:09:51,IBAN46271378141228487158,P6ZYI,1
IBAN84079663255988723736,SC,HV2SL,NL72,1,1,"These in current author likely item weight. Know less staff upon fall tree.
Bill smile you age. Whose health front serve once wind indeed.",CHF,5768.39,C,1,,2024/06/19 19:10:12,IBAN95363814393786943331,YEGCR,0
IBAN48285487033505715265,KE,BMZ90,UWZT,1,0,"Smile improve future official tonight. Wonder each benefit front them while whatever.
Poor other high. Wonder meeting audience suddenly.",GBP,5921.47,W,1,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.44.3 (KHTML, like Gecko) Version/5.1 Safari/532.44.3",2024/07/15 00:30:43,IBAN19190016852161311926,5WQEI,0
IBAN01448439616916254069,CO,CDY8N,DD2O,0,1,Ten many friend seat. Similar four several knowledge first stay need. Local everything buy cost look reflect.,EUR,6019.28,A,0,,2024/10/23 19:33:48,IBAN74695240265439799635,AJ8GE,0
IBAN79067908677185040685,AG,,,0,1,"Outside benefit least two nice.
Common out imagine crime green magazine type organization. Would none program figure western.",GBP,8762.02,A,1,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.0),2024/05/07 02:43:57,IBAN92456767672851142977,BF6HR,0
IBAN45569500736616602476,AF,I51NZ,3FGQ,0,0,First store happen generation Congress trade star rule. Morning mouth race father fire most.,USD,6511.96,O,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/15.0.833.0 Mobile/92M445 Safari/536.0",2024/04/15 10:05:41,IBAN90753628332543610836,N37P6,1
IBAN82406786512055073371,MR,NDHPM,NSOJ,0,0,"Either simply series.
Land very develop notice. Inside require where heavy dark spring generation.",EUR,4461.86,W,0,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/3.1),2024/07/19 21:36:07,IBAN25850462083932307237,XNU6Y,1
IBAN93144069669343494254,WS,73YZH,75FV,0,0,Car too thing show many when hit year. Prove return often size wind beat wrong south. Include others team statement.,EUR,2969.24,C,0,,2024/11/01 17:07:11,IBAN44635766765405755473,T7GZJ,0
IBAN27607341624576291076,LU,JOT5F,YMQL,0,1,Everybody huge should blood what simply. Tough speak discuss similar sure tree. Force money company more crime exist fight.,GBP,9804.03,A,1,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/3.1),2024/09/25 18:57:27,IBAN37169861538595811562,IJTK7,0
IBAN84036057686181778784,GM,XR65N,PVOC,0,1,International reflect however. Measure building movie respond guess themselves issue since.,USD,5117.08,A,0,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.13.4 (KHTML, like Gecko) Version/5.0.2 Safari/531.13.4",2024/11/04 18:57:01,IBAN51986648434829307104,30VD6,0
IBAN87138981537665915221,BW,6QRHH,4TCQ,0,0,Mother girl interest only yes hospital trial later. Oil guess single western method generation.,JPY,6417.71,W,1,,2024/01/30 21:59:15,IBAN55954394427923134265,MICNA,1
IBAN53687115641848069974,GY,ARL5D,,0,0,I political agreement despite. Industry brother let best. Treat decide almost team entire beat window.,EUR,4049.48,W,0,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/5.0),2024/04/12 03:31:20,IBAN80691246446023033126,OXC4U,1
IBAN96880341269275964188,CN,EIK1T,3AU2,0,1,Hour campaign of thus front economy choose. Design one past ask save step despite.,CHF,4923.04,W,1,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.0),2024/01/17 07:24:24,IBAN74320215744891118274,PS4LQ,1
IBAN50220838649292010017,CG,W2A5Q,5A1M,1,1,"He question while everybody. Data election TV strong spring.
Whose middle partner offer sound skin. Learn now treat various watch.",CHF,9510.63,W,1,,2024/06/27 16:35:28,IBAN20270742215403594559,BH8UC,1
IBAN97227809361386947323,LY,T4OKA,,1,1,Able parent cold ready suggest. Several she everything organization strategy finish. Behind keep test minute senior TV.,EUR,6280.54,F,1,Opera/8.43.(X11; Linux i686; lij-IT) Presto/2.9.188 Version/12.00,2024/09/26 13:06:31,IBAN68018627590143800726,UEO1T,0
IBAN44937620402662653167,MY,,,0,0,Someone tend friend agency many. Need difficult artist.,CHF,8929.97,F,1,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.0),2024/01/02 02:39:10,IBAN61290102334108692442,VI0WB,0
IBAN77037384786318673216,CZ,YTRR6,387V,1,1,Remain ball serve TV next north. Gun especially affect film exactly notice both.,GBP,9535.04,W,1,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.0),2024/01/17 06:51:48,IBAN43226851700501524124,XTGFN,0
IBAN76280642652348212947,SB,16YHR,AONV,0,0,International pull compare view do drop thing. Many billion make something plan total.,USD,6034.81,W,0,"Mozilla/5.0 (Linux; Android 4.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/45.0.831.0 Safari/535.0",2024/01/18 08:57:21,IBAN81206572756907432660,ELJB6,0
IBAN98556869576374333973,NL,AYOKN,UWOM,0,1,Raise nation under consumer add. Lose course foreign know forget church. Writer bill as discussion.,GBP,1695.87,F,0,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_5_7 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/16.0k2054.0 Mobile/20H646 Safari/536.1",2024/06/29 17:35:17,IBAN39085881093530311114,G418L,1
IBAN90427902384563311955,LI,LWQXH,PGX9,0,1,"Administration pull behavior. War woman chair more peace they according ten.
Various two head large. Middle of wait world stuff series.",CHF,2720.03,O,0,Mozilla/5.0 (Windows NT 6.0; be-BY; rv:1.9.1.20) Gecko/4977-10-01 13:04:02.744141 Firefox/10.0,2024/09/21 17:48:42,IBAN98465893288825648519,CNPNX,0
IBAN12642915084901605474,KP,YJ90A,DKV4,1,0,"Light player I call.
Check scene chair evening glass born size. President nation seat season main.",EUR,3450.76,F,0,,2024/01/21 21:18:00,IBAN38208285798566979328,9ZCER,1
IBAN64656847537781663256,KE,2P0IZ,EWXG,1,0,Old develop walk several unit job tree modern. Economic clearly go law. Several eye report.,JPY,7463.5,F,0,,2024/02/27 18:35:04,IBAN75340789844748598947,EXYU1,0
IBAN30522534988440308278,JO,Y0K4X,VDNP,0,1,"Tell represent order owner. Long catch rule interest.
Under your part big little front. Affect operation other.",GBP,7496.91,F,1,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.17.7 (KHTML, like Gecko) Version/5.0 Safari/531.17.7",2024/10/04 16:39:41,IBAN44850406945104440865,76DIE,0
IBAN34527337563624717813,PW,OBMA6,GQOJ,0,1,Law size save hotel water someone investment. Type age author situation. Understand spring view claim.,USD,8452.47,A,1,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/25.0.892.0 Safari/531.0",2024/10/18 12:46:05,IBAN21545167530298739912,K46MY,1
IBAN70340827160529973922,NO,ZFYQI,B0B0,1,0,House property themselves. Ahead address such to lot physical age. Test office could great.,USD,9200.88,F,0,Opera/9.37.(X11; Linux x86_64; ka-GE) Presto/2.9.185 Version/11.00,2024/06/03 02:46:08,IBAN92131686531060324899,ALGW0,1
IBAN76913496475376756772,BG,034SR,LXT7,0,0,Future tree position church boy act make not. To every shake interest continue late couple. General smile have.,EUR,3190.65,O,1,,2024/06/11 04:40:15,IBAN28724192910845288649,I3M64,0
IBAN57727517477622349151,TN,WNTSE,F5LQ,0,0,Language debate indeed mother worry machine hand. Area white foot article. Data space few require city.,GBP,5989.08,W,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/48.0.894.0 Safari/533.0",2024/08/03 06:37:14,IBAN52550682909918571870,,0
IBAN97950556202195296945,HN,8AS03,YJ77,1,0,Manage fish employee than population full into white. Responsibility ready glass this. Piece Mrs page middle several.,GBP,3639.61,F,1,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/61.0.865.0 Safari/531.1",2024/06/16 09:43:55,IBAN89130485066210650699,4E6ZN,1
IBAN91970007525849393283,BH,RVMLY,LWCO,0,1,"Ground share around. Create wonder store amount fill yet.
Girl mention organization carry happen. Out force cut son.",GBP,3214.87,O,1,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sw-KE) AppleWebKit/533.36.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6533.36.6",2024/08/25 08:51:07,IBAN20693565605467696930,SFC75,0
IBAN40355590719024774407,SL,1E6XH,5T3Z,1,1,A hard which school boy field. Think teach toward.,CHF,4475.8,F,0,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/4901-07-02 10:12:38.187424 Firefox/3.8,2024/05/30 14:30:09,IBAN12415671449201720800,,0
IBAN15282007243151864216,ZM,PLDU3,QT3Q,0,1,Age assume professor family first left prevent. Western eat lay happen avoid cut road whose. Art agency positive share.,GBP,1357.61,W,1,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/13.0.843.0 Safari/533.1",2024/02/29 13:42:35,IBAN91045839457153521385,4C52O,0
IBAN67149680506413059057,AF,TJ6XK,H25N,0,1,"Simply somebody town recently opportunity price. Spend test audience possible allow black.
First standard wrong little officer.",CHF,702.05,O,1,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/5.0),2024/08/29 10:28:03,IBAN35788328025045115667,PS828,0
IBAN51230667518509647739,BD,M8OKS,NA6Y,0,0,Similar glass action give lawyer. Reach necessary middle.,CHF,368.59,C,1,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.0),2024/08/30 03:10:05,IBAN66565464756579711146,6RI2H,0
IBAN92343115361272172366,ZW,,226P,1,0,Another then bar various business. Director likely lead show test wonder. Someone probably attorney describe.,USD,575.29,F,1,,2024/09/05 03:24:42,IBAN56411691264663122973,H8F6A,1
IBAN65222900810856507667,RO,ISCOU,XDWX,1,0,Prevent evidence according especially. Attack choose mouth ahead old section professional. Paper able conference always machine them.,GBP,2760.11,W,0,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/5959-01-20 15:02:00.069153 Firefox/10.0,2024/09/11 00:51:39,IBAN66652285171891393304,GA7TC,1
IBAN90803207515878309646,PE,,N52W,1,1,Worry mouth claim my provide despite girl. Eight great arm shoulder adult art station. Bar around attorney current.,JPY,9298.5,O,0,,2024/10/21 22:20:33,IBAN10109458878236147738,,0
IBAN37979343338092089315,PS,573U1,5TRA,0,0,Employee interest challenge step behavior whose resource mission. His store worker major leave thing father.,JPY,3849.81,O,0,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/37.0.803.0 Safari/532.2",2024/05/29 07:38:24,IBAN72967288047339310428,D5G15,0
IBAN59565919478302542535,DZ,EM45J,IHLC,1,0,Move much happen Congress try energy magazine. Enjoy attention notice significant expect. Prove along war place identify job nation.,JPY,5047.14,F,0,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.0),2024/10/20 00:13:55,IBAN36104806832833147522,,1
IBAN55958132845149353915,LU,01AIJ,,1,1,Father student exist election forward bring above send. Them paper exist method consumer cost. Budget Democrat daughter.,EUR,6728.08,O,1,"Mozilla/5.0 (Linux; Android 6.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/55.0.833.0 Safari/531.0",2024/02/18 17:12:37,IBAN79479111981150524578,BB7VF,1
